Empresa;Cotação;Divida Liquida;Custos;Lucro Liquido;Lucro Bruto;Margem Bruta;Margem Liquida;Divida Bruta;Roic;ROE;Receita Liquida;EBITA;EBIT;Impostos;Margem EBITA;Dy;P/VP;P/L
AMBEV;13.04;-8439999999.999999;-41400000000.0;14720000000.0;41310000000.0;49.95;17.79;3990000000.0;18.47;4.3;82710000000.0;17780000000.0;24170000000.0;1.33;29.22;5.85;2.41;14.38
