DÍVIDA LÍQUIDA - LUCRO LÍQUIDO;DIVIDENDOS;LUCRO OPERACIONAL>0;P/VP abaixo de 5;Líquida/EBITDA é menor que 2;+30 anos de mercado? (Fundação);P/L < 30;Crescimento de receitas lucro >5% ultimos 5 anos;livre de controle ESTATAL ou concentração em cliente único?;pesquisa e inovação?;Tem uma boa gestão?;É líder nacional ou mundial;BLUE CHIP?;PERENIDADE O setor em que atua +100 anos?;Soma_total
1.0;1.0;1.0;1.0;1.0;0.0;1.0;;;;;;;;
;;;;;;;;;;;;;;6.0
