DÍVIDA LÍQUIDA - LUCRO LÍQUIDO;DIVIDENDOS;Crescimento de receitas lucro >5% ultimos 5 anos;P/VP abaixo de 5;Líquida/EBITDA é menor que 2;+30 anos de mercado? (Fundação);P/L < 30;livre de controle ESTATAL ou concentração em cliente único?;LUCRO OPERACIONAL>0;pesquisa e inovação?;Tem uma boa gestão?;É líder nacional ou mundial;BLUE CHIP?;PERENIDADE O setor em que atua +100 anos?
1;1;;1;1;;1;;;;;;;
