Empresa;Cotação;Divida Liquida;Custos;Lucro Liquido;Lucro Bruto;Margem Bruta;Margem Liquida;Divida Bruta;Roic;ROE;Receita Liquida;EBITA;EBIT;Impostos;Margem EBITA;Dy;P/VP;P/L
BANCO ITAU UNIBANCO;26.55;-30640000000.0;-227680000000.0;32500000000.0;112010000000.0;32.97;9.57;0.0;18.17;4.8;339690000000.0;37390000000.0;0.0;-4890000000.0;0.0;4.63;1.46;8.25
